  0%|          | 0/3602 [00:00<?, ?it/s]/usr/local/lib/python3.10/dist-packages/torch/utils/checkpoint.py:87: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
/usr/local/lib/python3.10/dist-packages/torch/utils/checkpoint.py:87: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
                                                   
{'loss': 3.2365, 'grad_norm': 24.14102005697424, 'learning_rate': 0.0, 'epoch': 0.0}
{'loss': 1.3429, 'grad_norm': 3.0111921836500306, 'learning_rate': 8.303556086611389e-07, 'epoch': 0.59}
{'loss': 1.2515, 'grad_norm': 2.8092876902356174, 'learning_rate': 8.300179134414187e-07, 'epoch': 0.59}
{'loss': 1.3967, 'grad_norm': 2.9544354581299936, 'learning_rate': 8.296799512654694e-07, 'epoch': 0.59}
{'loss': 1.2803, 'grad_norm': 2.6041793492402405, 'learning_rate': 8.293417224066736e-07, 'epoch': 0.59}
{'loss': 1.2896, 'grad_norm': 2.6507070948718012, 'learning_rate': 8.290032271386293e-07, 'epoch': 0.59}
{'loss': 1.3065, 'grad_norm': 2.8671643095850596, 'learning_rate': 8.286644657351504e-07, 'epoch': 0.59}
{'loss': 1.2614, 'grad_norm': 2.8766773733217135, 'learning_rate': 8.283254384702658e-07, 'epoch': 0.59}
{'loss': 1.3256, 'grad_norm': 2.976403626375018, 'learning_rate': 8.279861456182194e-07, 'epoch': 0.59}
{'loss': 1.2305, 'grad_norm': 2.7770091362913103, 'learning_rate': 8.2764658745347e-07, 'epoch': 0.59}
{'loss': 1.2728, 'grad_norm': 2.6246775908152515, 'learning_rate': 8.273067642506913e-07, 'epoch': 0.59}
{'loss': 1.2594, 'grad_norm': 2.9484865539904193, 'learning_rate': 8.269666762847711e-07, 'epoch': 0.59}
{'loss': 1.2626, 'grad_norm': 2.652959749575397, 'learning_rate': 8.266263238308115e-07, 'epoch': 0.59}
{'loss': 1.2955, 'grad_norm': 2.75494087145723, 'learning_rate': 8.262857071641283e-07, 'epoch': 0.59}
{'loss': 1.3706, 'grad_norm': 2.635819554832267, 'learning_rate': 8.259448265602512e-07, 'epoch': 0.59}
{'loss': 1.2689, 'grad_norm': 2.6314209945176823, 'learning_rate': 8.256036822949236e-07, 'epoch': 0.59}
{'loss': 1.3132, 'grad_norm': 2.828680518020781, 'learning_rate': 8.252622746441021e-07, 'epoch': 0.59}
{'loss': 1.2561, 'grad_norm': 2.928373882110527, 'learning_rate': 8.249206038839558e-07, 'epoch': 0.59}
{'loss': 1.2427, 'grad_norm': 2.69308921269643, 'learning_rate': 8.245786702908674e-07, 'epoch': 0.59}
{'loss': 1.3339, 'grad_norm': 2.7204740465384307, 'learning_rate': 8.242364741414319e-07, 'epoch': 0.6}
{'loss': 1.2895, 'grad_norm': 2.6848024771595633, 'learning_rate': 8.238940157124567e-07, 'epoch': 0.6}
{'loss': 1.3142, 'grad_norm': 2.9724340413781953, 'learning_rate': 8.235512952809612e-07, 'epoch': 0.6}
{'loss': 1.2838, 'grad_norm': 2.7784493407012687, 'learning_rate': 8.232083131241769e-07, 'epoch': 0.6}
{'loss': 1.2675, 'grad_norm': 2.8235697598209506, 'learning_rate': 8.228650695195472e-07, 'epoch': 0.6}
{'loss': 1.308, 'grad_norm': 2.8689863398329924, 'learning_rate': 8.225215647447263e-07, 'epoch': 0.6}
{'loss': 1.2882, 'grad_norm': 2.8819487738774887, 'learning_rate': 8.221777990775808e-07, 'epoch': 0.6}
{'loss': 1.3908, 'grad_norm': 2.878586524899234, 'learning_rate': 8.218337727961872e-07, 'epoch': 0.6}
{'loss': 1.2923, 'grad_norm': 2.782338209001983, 'learning_rate': 8.214894861788335e-07, 'epoch': 0.6}
{'loss': 1.2498, 'grad_norm': 2.907617506711585, 'learning_rate': 8.21144939504018e-07, 'epoch': 0.6}
{'loss': 1.2201, 'grad_norm': 3.0514171124860763, 'learning_rate': 8.208001330504495e-07, 'epoch': 0.6}
{'loss': 1.2376, 'grad_norm': 2.692599001203139, 'learning_rate': 8.204550670970468e-07, 'epoch': 0.6}
{'loss': 1.341, 'grad_norm': 2.950073720281715, 'learning_rate': 8.201097419229388e-07, 'epoch': 0.6}
{'loss': 1.3838, 'grad_norm': 2.846864349252686, 'learning_rate': 8.197641578074641e-07, 'epoch': 0.6}
{'loss': 1.2326, 'grad_norm': 2.870811548120784, 'learning_rate': 8.194183150301705e-07, 'epoch': 0.6}
{'loss': 1.2409, 'grad_norm': 2.8817010180945184, 'learning_rate': 8.190722138708151e-07, 'epoch': 0.6}
{'loss': 1.2809, 'grad_norm': 2.751724252497635, 'learning_rate': 8.187258546093644e-07, 'epoch': 0.6}
{'loss': 1.3083, 'grad_norm': 2.7396259873553146, 'learning_rate': 8.18379237525993e-07, 'epoch': 0.6}
{'loss': 1.2607, 'grad_norm': 2.9033097254467024, 'learning_rate': 8.180323629010848e-07, 'epoch': 0.61}
{'loss': 1.2623, 'grad_norm': 2.8536591943324696, 'learning_rate': 8.176852310152314e-07, 'epoch': 0.61}
{'loss': 1.2389, 'grad_norm': 2.616875922792883, 'learning_rate': 8.173378421492329e-07, 'epoch': 0.61}
{'loss': 1.3013, 'grad_norm': 2.8510437798353405, 'learning_rate': 8.169901965840971e-07, 'epoch': 0.61}
{'loss': 1.2528, 'grad_norm': 2.932630248158928, 'learning_rate': 8.166422946010395e-07, 'epoch': 0.61}
{'loss': 1.3228, 'grad_norm': 2.655299518338277, 'learning_rate': 8.16294136481483e-07, 'epoch': 0.61}
{'loss': 1.2839, 'grad_norm': 2.9376482427639443, 'learning_rate': 8.159457225070576e-07, 'epoch': 0.61}
{'loss': 1.3334, 'grad_norm': 2.8224233274674657, 'learning_rate': 8.155970529596005e-07, 'epoch': 0.61}
{'loss': 1.2543, 'grad_norm': 2.9410482077729743, 'learning_rate': 8.152481281211556e-07, 'epoch': 0.61}
{'loss': 1.3237, 'grad_norm': 2.95119565455681, 'learning_rate': 8.14898948273973e-07, 'epoch': 0.61}
{'loss': 1.2515, 'grad_norm': 2.7125049727771153, 'learning_rate': 8.145495137005096e-07, 'epoch': 0.61}
{'loss': 1.2495, 'grad_norm': 2.7966418747949624, 'learning_rate': 8.141998246834277e-07, 'epoch': 0.61}
{'loss': 1.2624, 'grad_norm': 2.99258503406575, 'learning_rate': 8.138498815055957e-07, 'epoch': 0.61}
{'loss': 1.2436, 'grad_norm': 2.8729700439222507, 'learning_rate': 8.134996844500879e-07, 'epoch': 0.61}
{'loss': 1.3544, 'grad_norm': 3.077798603232221, 'learning_rate': 8.131492338001838e-07, 'epoch': 0.61}
{'loss': 1.2546, 'grad_norm': 2.834801664913191, 'learning_rate': 8.12798529839368e-07, 'epoch': 0.61}
{'loss': 1.2727, 'grad_norm': 2.8125295170668076, 'learning_rate': 8.124475728513296e-07, 'epoch': 0.61}
{'loss': 1.2264, 'grad_norm': 2.718316681709877, 'learning_rate': 8.12096363119963e-07, 'epoch': 0.61}
{'loss': 1.3293, 'grad_norm': 2.949011405533912, 'learning_rate': 8.117449009293668e-07, 'epoch': 0.62}
{'loss': 1.2456, 'grad_norm': 2.968948250909067, 'learning_rate': 8.113931865638437e-07, 'epoch': 0.62}
{'loss': 1.2354, 'grad_norm': 2.758015491551004, 'learning_rate': 8.110412203079007e-07, 'epoch': 0.62}
{'loss': 1.2308, 'grad_norm': 2.8133997371956116, 'learning_rate': 8.10689002446248e-07, 'epoch': 0.62}
{'loss': 1.2192, 'grad_norm': 2.8388724016250917, 'learning_rate': 8.103365332638e-07, 'epoch': 0.62}
{'loss': 1.3221, 'grad_norm': 2.8121855913546234, 'learning_rate': 8.09983813045674e-07, 'epoch': 0.62}
{'loss': 1.2818, 'grad_norm': 2.912665370160635, 'learning_rate': 8.096308420771907e-07, 'epoch': 0.62}
{'loss': 1.3056, 'grad_norm': 2.64905285830768, 'learning_rate': 8.092776206438729e-07, 'epoch': 0.62}
{'loss': 1.2128, 'grad_norm': 2.769131764366071, 'learning_rate': 8.089241490314467e-07, 'epoch': 0.62}
{'loss': 1.1965, 'grad_norm': 2.8384077773243583, 'learning_rate': 8.085704275258403e-07, 'epoch': 0.62}
{'loss': 1.2813, 'grad_norm': 2.921720469126527, 'learning_rate': 8.082164564131844e-07, 'epoch': 0.62}
{'loss': 1.2308, 'grad_norm': 2.725817326112578, 'learning_rate': 8.07862235979811e-07, 'epoch': 0.62}
{'loss': 1.1946, 'grad_norm': 2.7538066565383894, 'learning_rate': 8.075077665122543e-07, 'epoch': 0.62}
{'loss': 1.2718, 'grad_norm': 2.7741201151495396, 'learning_rate': 8.071530482972495e-07, 'epoch': 0.62}
{'loss': 1.256, 'grad_norm': 2.8369736225910733, 'learning_rate': 8.067980816217335e-07, 'epoch': 0.62}
{'loss': 1.347, 'grad_norm': 2.716162873505552, 'learning_rate': 8.064428667728437e-07, 'epoch': 0.62}
{'loss': 1.2342, 'grad_norm': 2.648984795027137, 'learning_rate': 8.060874040379189e-07, 'epoch': 0.62}
{'loss': 1.2438, 'grad_norm': 2.757323355713511, 'learning_rate': 8.057316937044976e-07, 'epoch': 0.62}
{'loss': 1.2752, 'grad_norm': 2.8916140607175453, 'learning_rate': 8.05375736060319e-07, 'epoch': 0.63}
{'loss': 1.2875, 'grad_norm': 2.66778766674184, 'learning_rate': 8.050195313933228e-07, 'epoch': 0.63}
{'loss': 1.3632, 'grad_norm': 2.8367274709997576, 'learning_rate': 8.046630799916475e-07, 'epoch': 0.63}
{'loss': 1.2776, 'grad_norm': 2.784892565896923, 'learning_rate': 8.043063821436322e-07, 'epoch': 0.63}
{'loss': 1.2509, 'grad_norm': 2.8855145854407294, 'learning_rate': 8.039494381378145e-07, 'epoch': 0.63}
{'loss': 1.2887, 'grad_norm': 2.7029913020339262, 'learning_rate': 8.035922482629318e-07, 'epoch': 0.63}
{'loss': 1.2208, 'grad_norm': 2.6528372774533895, 'learning_rate': 8.032348128079203e-07, 'epoch': 0.63}
{'loss': 1.3631, 'grad_norm': 3.001590647151188, 'learning_rate': 8.028771320619143e-07, 'epoch': 0.63}
{'loss': 1.3674, 'grad_norm': 2.7881798375048126, 'learning_rate': 8.02519206314247e-07, 'epoch': 0.63}
{'loss': 1.2593, 'grad_norm': 2.693081038274305, 'learning_rate': 8.021610358544498e-07, 'epoch': 0.63}
{'loss': 1.2983, 'grad_norm': 2.760598813518078, 'learning_rate': 8.018026209722518e-07, 'epoch': 0.63}
{'loss': 1.3804, 'grad_norm': 2.741251501184996, 'learning_rate': 8.0144396195758e-07, 'epoch': 0.63}
{'loss': 1.2796, 'grad_norm': 2.7597254890546097, 'learning_rate': 8.010850591005589e-07, 'epoch': 0.63}
{'loss': 1.2679, 'grad_norm': 3.0660679258068133, 'learning_rate': 8.007259126915101e-07, 'epoch': 0.63}
{'loss': 1.3476, 'grad_norm': 2.547865817081673, 'learning_rate': 8.003665230209521e-07, 'epoch': 0.63}
{'loss': 1.2662, 'grad_norm': 2.8812672276533298, 'learning_rate': 8.000068903796006e-07, 'epoch': 0.63}
{'loss': 1.2586, 'grad_norm': 2.740201279947186, 'learning_rate': 7.996470150583676e-07, 'epoch': 0.63}
{'loss': 1.2573, 'grad_norm': 2.7621809167299265, 'learning_rate': 7.992868973483615e-07, 'epoch': 0.63}
{'loss': 1.2599, 'grad_norm': 2.6785687845183506, 'learning_rate': 7.989265375408864e-07, 'epoch': 0.64}
{'loss': 1.2792, 'grad_norm': 2.6545565960045514, 'learning_rate': 7.985659359274428e-07, 'epoch': 0.64}
{'loss': 1.2802, 'grad_norm': 2.928986933816317, 'learning_rate': 7.982050927997262e-07, 'epoch': 0.64}
{'loss': 1.2026, 'grad_norm': 2.697164485501246, 'learning_rate': 7.97844008449628e-07, 'epoch': 0.64}
{'loss': 1.3093, 'grad_norm': 2.551912075190068, 'learning_rate': 7.974826831692347e-07, 'epoch': 0.64}
{'loss': 1.3225, 'grad_norm': 2.771886980551754, 'learning_rate': 7.971211172508274e-07, 'epoch': 0.64}
{'loss': 1.1992, 'grad_norm': 2.6245084604969597, 'learning_rate': 7.967593109868816e-07, 'epoch': 0.64}
{'loss': 1.256, 'grad_norm': 2.8163666576349535, 'learning_rate': 7.96397264670068e-07, 'epoch': 0.64}
{'loss': 1.1812, 'grad_norm': 2.7116760710592605, 'learning_rate': 7.960349785932509e-07, 'epoch': 0.64}
{'loss': 1.2868, 'grad_norm': 2.8840602820864163, 'learning_rate': 7.956724530494887e-07, 'epoch': 0.64}
{'loss': 1.2727, 'grad_norm': 2.8853596269670883, 'learning_rate': 7.953096883320336e-07, 'epoch': 0.64}
{'loss': 1.214, 'grad_norm': 2.674284036368515, 'learning_rate': 7.949466847343311e-07, 'epoch': 0.64}
{'loss': 1.2668, 'grad_norm': 2.805695753120135, 'learning_rate': 7.9458344255002e-07, 'epoch': 0.64}
{'loss': 1.3157, 'grad_norm': 2.6650610127020213, 'learning_rate': 7.942199620729323e-07, 'epoch': 0.64}
{'loss': 1.3616, 'grad_norm': 2.6233593492700784, 'learning_rate': 7.938562435970924e-07, 'epoch': 0.64}
{'loss': 1.3103, 'grad_norm': 2.7757898674719246, 'learning_rate': 7.934922874167173e-07, 'epoch': 0.64}
{'loss': 1.2756, 'grad_norm': 2.6898036669067102, 'learning_rate': 7.931280938262168e-07, 'epoch': 0.64}
{'loss': 1.3363, 'grad_norm': 2.7225394426538503, 'learning_rate': 7.92763663120192e-07, 'epoch': 0.64}
{'loss': 1.3706, 'grad_norm': 2.7270396935694445, 'learning_rate': 7.923989955934362e-07, 'epoch': 0.65}
{'loss': 1.2747, 'grad_norm': 2.7481762486860335, 'learning_rate': 7.920340915409342e-07, 'epoch': 0.65}
{'loss': 1.294, 'grad_norm': 2.871623461665915, 'learning_rate': 7.91668951257862e-07, 'epoch': 0.65}
{'loss': 1.3114, 'grad_norm': 2.735941988860396, 'learning_rate': 7.91303575039587e-07, 'epoch': 0.65}
{'loss': 1.3588, 'grad_norm': 2.6768575171328988, 'learning_rate': 7.909379631816673e-07, 'epoch': 0.65}
{'loss': 1.2801, 'grad_norm': 2.6892250926878893, 'learning_rate': 7.905721159798513e-07, 'epoch': 0.65}
{'loss': 1.2779, 'grad_norm': 2.8336485339196034, 'learning_rate': 7.902060337300784e-07, 'epoch': 0.65}
{'loss': 1.2917, 'grad_norm': 2.7896904432010987, 'learning_rate': 7.898397167284776e-07, 'epoch': 0.65}
{'loss': 1.2933, 'grad_norm': 2.690935375207997, 'learning_rate': 7.89473165271368e-07, 'epoch': 0.65}
{'loss': 1.2857, 'grad_norm': 2.756390647485155, 'learning_rate': 7.891063796552584e-07, 'epoch': 0.65}
{'loss': 1.2804, 'grad_norm': 2.7865982296006795, 'learning_rate': 7.887393601768467e-07, 'epoch': 0.65}
{'loss': 1.2463, 'grad_norm': 2.7222564078344282, 'learning_rate': 7.883721071330206e-07, 'epoch': 0.65}
{'loss': 1.2441, 'grad_norm': 2.734146963587, 'learning_rate': 7.880046208208562e-07, 'epoch': 0.65}
{'loss': 1.2692, 'grad_norm': 2.763689957323317, 'learning_rate': 7.876369015376185e-07, 'epoch': 0.65}
{'loss': 1.1615, 'grad_norm': 2.762997962273555, 'learning_rate': 7.872689495807607e-07, 'epoch': 0.65}
{'loss': 1.2943, 'grad_norm': 2.6493033074382426, 'learning_rate': 7.869007652479247e-07, 'epoch': 0.65}
{'loss': 1.3273, 'grad_norm': 2.7215105617657764, 'learning_rate': 7.865323488369398e-07, 'epoch': 0.65}
{'loss': 1.2683, 'grad_norm': 2.9782617282676154, 'learning_rate': 7.861637006458237e-07, 'epoch': 0.65}
{'loss': 1.2559, 'grad_norm': 2.6490870657500625, 'learning_rate': 7.857948209727809e-07, 'epoch': 0.66}
{'loss': 1.2465, 'grad_norm': 2.7110568785110933, 'learning_rate': 7.854257101162036e-07, 'epoch': 0.66}
{'loss': 1.2757, 'grad_norm': 2.7219545628616775, 'learning_rate': 7.85056368374671e-07, 'epoch': 0.66}
{'loss': 1.1876, 'grad_norm': 2.5381426829419103, 'learning_rate': 7.846867960469485e-07, 'epoch': 0.66}
{'loss': 1.2134, 'grad_norm': 2.6221573031511896, 'learning_rate': 7.843169934319889e-07, 'epoch': 0.66}
{'loss': 1.2516, 'grad_norm': 2.6896648307839626, 'learning_rate': 7.839469608289306e-07, 'epoch': 0.66}
{'loss': 1.3323, 'grad_norm': 2.867459979585789, 'learning_rate': 7.835766985370985e-07, 'epoch': 0.66}
{'loss': 1.3278, 'grad_norm': 2.7106967230864063, 'learning_rate': 7.832062068560029e-07, 'epoch': 0.66}
{'loss': 1.2625, 'grad_norm': 2.73336630976412, 'learning_rate': 7.828354860853399e-07, 'epoch': 0.66}
{'loss': 1.2199, 'grad_norm': 2.7828051746958136, 'learning_rate': 7.824645365249909e-07, 'epoch': 0.66}
{'loss': 1.274, 'grad_norm': 2.6389033851242396, 'learning_rate': 7.820933584750223e-07, 'epoch': 0.66}
{'loss': 1.2071, 'grad_norm': 2.8124353767815142, 'learning_rate': 7.817219522356853e-07, 'epoch': 0.66}
{'loss': 1.3106, 'grad_norm': 2.618644328375762, 'learning_rate': 7.813503181074157e-07, 'epoch': 0.66}
{'loss': 1.1966, 'grad_norm': 2.7386899035705126, 'learning_rate': 7.809784563908339e-07, 'epoch': 0.66}
{'loss': 1.3905, 'grad_norm': 2.834083993524685, 'learning_rate': 7.806063673867439e-07, 'epoch': 0.66}
{'loss': 1.3329, 'grad_norm': 3.0982050031442903, 'learning_rate': 7.802340513961341e-07, 'epoch': 0.66}
{'loss': 1.2286, 'grad_norm': 2.7019439573278397, 'learning_rate': 7.798615087201761e-07, 'epoch': 0.66}
{'loss': 1.2317, 'grad_norm': 2.6846963379338775, 'learning_rate': 7.79488739660225e-07, 'epoch': 0.66}
{'loss': 1.2693, 'grad_norm': 2.6928657119535107, 'learning_rate': 7.791157445178192e-07, 'epoch': 0.67}
{'loss': 1.2875, 'grad_norm': 2.810862932003957, 'learning_rate': 7.787425235946797e-07, 'epoch': 0.67}
{'loss': 1.2575, 'grad_norm': 2.926736135991434, 'learning_rate': 7.783690771927103e-07, 'epoch': 0.67}
{'loss': 1.3079, 'grad_norm': 2.8817480494793957, 'learning_rate': 7.77995405613997e-07, 'epoch': 0.67}
{'loss': 1.27, 'grad_norm': 2.7335837488467885, 'learning_rate': 7.776215091608085e-07, 'epoch': 0.67}
{'loss': 1.2369, 'grad_norm': 2.8079005688739707, 'learning_rate': 7.772473881355946e-07, 'epoch': 0.67}
{'loss': 1.3494, 'grad_norm': 2.637360158466571, 'learning_rate': 7.768730428409874e-07, 'epoch': 0.67}
{'loss': 1.201, 'grad_norm': 2.8689461335852746, 'learning_rate': 7.764984735798002e-07, 'epoch': 0.67}
{'loss': 1.2797, 'grad_norm': 2.759653854762327, 'learning_rate': 7.761236806550271e-07, 'epoch': 0.67}
{'loss': 1.2307, 'grad_norm': 3.087706107526163, 'learning_rate': 7.757486643698439e-07, 'epoch': 0.67}
{'loss': 1.262, 'grad_norm': 2.860148845439862, 'learning_rate': 7.753734250276066e-07, 'epoch': 0.67}
{'loss': 1.2385, 'grad_norm': 3.092999535211656, 'learning_rate': 7.749979629318514e-07, 'epoch': 0.67}
{'loss': 1.2553, 'grad_norm': 2.8119537398764134, 'learning_rate': 7.746222783862955e-07, 'epoch': 0.67}
{'loss': 1.3191, 'grad_norm': 2.70916000648187, 'learning_rate': 7.742463716948349e-07, 'epoch': 0.67}
{'loss': 1.265, 'grad_norm': 2.631188821248203, 'learning_rate': 7.738702431615463e-07, 'epoch': 0.67}
{'loss': 1.2628, 'grad_norm': 3.005100675383035, 'learning_rate': 7.734938930906853e-07, 'epoch': 0.67}
{'loss': 1.2964, 'grad_norm': 2.856601051355565, 'learning_rate': 7.731173217866872e-07, 'epoch': 0.67}
{'loss': 1.2573, 'grad_norm': 2.8446003470840666, 'learning_rate': 7.727405295541656e-07, 'epoch': 0.67}
{'loss': 1.2746, 'grad_norm': 2.746312534590551, 'learning_rate': 7.723635166979132e-07, 'epoch': 0.68}
{'loss': 1.3706, 'grad_norm': 2.7969311741028466, 'learning_rate': 7.719862835229013e-07, 'epoch': 0.68}
{'loss': 1.281, 'grad_norm': 2.8869401019244, 'learning_rate': 7.716088303342789e-07, 'epoch': 0.68}
{'loss': 1.2226, 'grad_norm': 2.9523833940300173, 'learning_rate': 7.712311574373738e-07, 'epoch': 0.68}
{'loss': 1.2704, 'grad_norm': 2.70213388004547, 'learning_rate': 7.708532651376905e-07, 'epoch': 0.68}
{'loss': 1.2423, 'grad_norm': 2.88229426481185, 'learning_rate': 7.704751537409117e-07, 'epoch': 0.68}
{'loss': 1.3273, 'grad_norm': 2.9457288664298695, 'learning_rate': 7.700968235528973e-07, 'epoch': 0.68}
{'loss': 1.2106, 'grad_norm': 2.727322564500416, 'learning_rate': 7.69718274879684e-07, 'epoch': 0.68}
{'loss': 1.2806, 'grad_norm': 2.6396538495981927, 'learning_rate': 7.693395080274849e-07, 'epoch': 0.68}
{'loss': 1.3022, 'grad_norm': 2.5014653772278836, 'learning_rate': 7.689605233026903e-07, 'epoch': 0.68}
{'loss': 1.3245, 'grad_norm': 2.759182250646116, 'learning_rate': 7.685813210118663e-07, 'epoch': 0.68}
{'loss': 1.1777, 'grad_norm': 2.796936293437272, 'learning_rate': 7.682019014617553e-07, 'epoch': 0.68}
{'loss': 1.1588, 'grad_norm': 2.588996950587779, 'learning_rate': 7.678222649592747e-07, 'epoch': 0.68}
{'loss': 1.2862, 'grad_norm': 2.7003038366811203, 'learning_rate': 7.674424118115184e-07, 'epoch': 0.68}
{'loss': 1.2645, 'grad_norm': 2.8576581883496273, 'learning_rate': 7.670623423257547e-07, 'epoch': 0.68}
{'loss': 1.1958, 'grad_norm': 2.7526694574704558, 'learning_rate': 7.666820568094275e-07, 'epoch': 0.68}
{'loss': 1.2411, 'grad_norm': 2.8063819759401083, 'learning_rate': 7.66301555570155e-07, 'epoch': 0.68}
{'loss': 1.2784, 'grad_norm': 2.765308656576344, 'learning_rate': 7.659208389157305e-07, 'epoch': 0.68}
{'loss': 1.2987, 'grad_norm': 2.9537884664950536, 'learning_rate': 7.65539907154121e-07, 'epoch': 0.69}
{'loss': 1.2092, 'grad_norm': 2.885629974247664, 'learning_rate': 7.651587605934675e-07, 'epoch': 0.69}
{'loss': 1.1899, 'grad_norm': 2.8987595127690367, 'learning_rate': 7.64777399542085e-07, 'epoch': 0.69}
{'loss': 1.2511, 'grad_norm': 2.8326982381826267, 'learning_rate': 7.643958243084619e-07, 'epoch': 0.69}
{'loss': 1.2308, 'grad_norm': 2.6201945257347443, 'learning_rate': 7.640140352012601e-07, 'epoch': 0.69}
{'loss': 1.2578, 'grad_norm': 2.958117937853206, 'learning_rate': 7.63632032529314e-07, 'epoch': 0.69}
{'loss': 1.2338, 'grad_norm': 2.7335242974310363, 'learning_rate': 7.632498166016313e-07, 'epoch': 0.69}
{'loss': 1.2981, 'grad_norm': 2.863916332584869, 'learning_rate': 7.628673877273918e-07, 'epoch': 0.69}
{'loss': 1.226, 'grad_norm': 2.643280847955976, 'learning_rate': 7.624847462159478e-07, 'epoch': 0.69}
{'loss': 1.245, 'grad_norm': 2.829099072948137, 'learning_rate': 7.621018923768234e-07, 'epoch': 0.69}
{'loss': 1.2356, 'grad_norm': 2.6936655299621663, 'learning_rate': 7.617188265197148e-07, 'epoch': 0.69}
{'loss': 1.199, 'grad_norm': 2.7345757555702583, 'learning_rate': 7.61335548954489e-07, 'epoch': 0.69}
{'loss': 1.2771, 'grad_norm': 2.711680728628493, 'learning_rate': 7.609520599911853e-07, 'epoch': 0.69}
{'loss': 1.2367, 'grad_norm': 2.759294127263966, 'learning_rate': 7.60568359940013e-07, 'epoch': 0.69}
{'loss': 1.2574, 'grad_norm': 2.5462434412304242, 'learning_rate': 7.601844491113528e-07, 'epoch': 0.69}
{'loss': 1.2292, 'grad_norm': 2.7739132656505463, 'learning_rate': 7.598003278157557e-07, 'epoch': 0.69}
{'loss': 1.2545, 'grad_norm': 2.7537484924587017, 'learning_rate': 7.594159963639428e-07, 'epoch': 0.69}
{'loss': 1.2353, 'grad_norm': 2.7916131087309766, 'learning_rate': 7.590314550668053e-07, 'epoch': 0.69}
{'loss': 1.3291, 'grad_norm': 2.940818934732098, 'learning_rate': 7.586467042354044e-07, 'epoch': 0.7}
{'loss': 1.2924, 'grad_norm': 2.6570094583871895, 'learning_rate': 7.582617441809702e-07, 'epoch': 0.7}
{'loss': 1.2751, 'grad_norm': 2.6435167038672356, 'learning_rate': 7.578765752149028e-07, 'epoch': 0.7}
{'loss': 1.2123, 'grad_norm': 2.714311602555583, 'learning_rate': 7.574911976487708e-07, 'epoch': 0.7}
{'loss': 1.1961, 'grad_norm': 2.744713025612278, 'learning_rate': 7.571056117943115e-07, 'epoch': 0.7}
{'loss': 1.3492, 'grad_norm': 2.7000426225613805, 'learning_rate': 7.567198179634311e-07, 'epoch': 0.7}
{'loss': 1.3613, 'grad_norm': 2.6800122842549303, 'learning_rate': 7.563338164682035e-07, 'epoch': 0.7}
{'loss': 1.2059, 'grad_norm': 2.8901511952940813, 'learning_rate': 7.559476076208711e-07, 'epoch': 0.7}
{'loss': 1.2734, 'grad_norm': 2.681246201019973, 'learning_rate': 7.555611917338434e-07, 'epoch': 0.7}
{'loss': 1.3589, 'grad_norm': 2.621920250099824, 'learning_rate': 7.55174569119698e-07, 'epoch': 0.7}
{'loss': 1.2818, 'grad_norm': 2.7734637988356003, 'learning_rate': 7.547877400911798e-07, 'epoch': 0.7}
{'loss': 1.3162, 'grad_norm': 2.8513319830188086, 'learning_rate': 7.544007049611998e-07, 'epoch': 0.7}
{'loss': 1.2428, 'grad_norm': 2.644439521061366, 'learning_rate': 7.540134640428365e-07, 'epoch': 0.7}
{'loss': 1.1864, 'grad_norm': 2.8157935712871685, 'learning_rate': 7.536260176493347e-07, 'epoch': 0.7}
{'loss': 1.27, 'grad_norm': 2.6932552919996877, 'learning_rate': 7.532383660941052e-07, 'epoch': 0.7}
{'loss': 1.2307, 'grad_norm': 2.7538338631434427, 'learning_rate': 7.528505096907253e-07, 'epoch': 0.7}
{'loss': 1.3242, 'grad_norm': 2.607977858732992, 'learning_rate': 7.52462448752937e-07, 'epoch': 0.7}
{'loss': 1.2409, 'grad_norm': 2.5853066699433622, 'learning_rate': 7.520741835946491e-07, 'epoch': 0.7}
{'loss': 1.3052, 'grad_norm': 2.915564627918867, 'learning_rate': 7.516857145299341e-07, 'epoch': 0.71}
{'loss': 1.3175, 'grad_norm': 2.704239645004538, 'learning_rate': 7.512970418730308e-07, 'epoch': 0.71}
{'loss': 1.2579, 'grad_norm': 2.7303969102771855, 'learning_rate': 7.509081659383416e-07, 'epoch': 0.71}
{'loss': 1.3398, 'grad_norm': 2.7420161984999862, 'learning_rate': 7.505190870404343e-07, 'epoch': 0.71}
{'loss': 1.2556, 'grad_norm': 2.577092993463151, 'learning_rate': 7.501298054940402e-07, 'epoch': 0.71}
{'loss': 1.2731, 'grad_norm': 2.884285350740362, 'learning_rate': 7.497403216140546e-07, 'epoch': 0.71}
{'loss': 1.2564, 'grad_norm': 2.646493916228758, 'learning_rate': 7.493506357155367e-07, 'epoch': 0.71}
{'loss': 1.2203, 'grad_norm': 2.6970769918842508, 'learning_rate': 7.489607481137092e-07, 'epoch': 0.71}
{'loss': 1.276, 'grad_norm': 2.8714151842155693, 'learning_rate': 7.485706591239575e-07, 'epoch': 0.71}
{'loss': 1.2718, 'grad_norm': 2.7367980351647474, 'learning_rate': 7.481803690618304e-07, 'epoch': 0.71}
{'loss': 1.2006, 'grad_norm': 2.6309582567735683, 'learning_rate': 7.477898782430389e-07, 'epoch': 0.71}
